Age,Gender,Marital_Status,Attrition,Attrition_Flag,Business_Travel,Department,Education_Level,Education_Field,Daily_Rate,Hourly_Rate,Monthly_Income,Monthly_Rate,Percent_Salary_Hike,Stock_Option_Level,Job_Role,Job_Level,Job_Involvement,Overtime,Environment_Satisfaction,Job_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Performance_Rating,Total_Working_Years,Num_Companies_Worked,Training_Times_Last_Year,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Current_Manager,Distance_From_Home,Age_Group,Income_Bracket,Tenure_Group
51,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Technical Degree",942,53,13116,22984,11,0,Manager,3,High,No,Low,High,"Very High",Better,Excellent,15,2,2,2,2,2,2,3,"Senior Employee","High Income","New Employee"
37,Male,Married,No,0,Travel_Rarely,Sales,College,Marketing,589,46,4189,8800,14,2,"Sales Executive",2,Medium,No,Medium,Medium,Low,Better,Excellent,5,1,2,5,2,0,3,9,"Mid Career","Mid Income","Early Tenure"
46,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,Medical,734,46,19328,14218,17,1,"Research Director",5,High,Yes,High,"Very High",High,Better,Excellent,24,7,3,2,1,2,2,2,"Senior Employee","High Income","New Employee"
36,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1383,90,8321,25949,13,1,"Healthcare Representative",3,High,Yes,"Very High",Low,"Very High",Better,Excellent,15,7,1,12,8,5,7,10,"Mid Career","High Income",Veteran
44,Male,Divorced,Yes,1,Travel_Frequently,"Research & Development",College,Medical,429,99,2342,11092,12,3,"Research Scientist",1,High,Yes,High,Medium,High,Good,Excellent,6,1,2,5,3,2,3,1,"Mid Career","Low Income","Early Tenure"
37,Male,Divorced,No,0,Travel_Rarely,"Human Resources",College,Other,1239,89,4071,12832,13,0,"Human Resources",2,High,No,High,Medium,High,Good,Excellent,19,2,4,10,0,4,7,8,"Mid Career","Mid Income",Experienced
35,Male,Single,Yes,1,Travel_Rarely,Sales,Bachelor,"Life Sciences",303,84,5813,13492,18,0,"Sales Executive",2,High,Yes,High,"Very High","Very High",Better,Excellent,10,1,2,10,7,7,7,27,"Early Career","Mid Income",Experienced
33,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",867,90,3143,6076,19,1,"Research Scientist",1,"Very High",No,"Very High",Low,Medium,Better,Excellent,14,6,1,10,8,7,6,8,"Early Career","Mid Income",Experienced
28,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1181,82,2044,5531,11,1,"Research Scientist",1,High,No,High,"Very High",High,Best,Excellent,5,1,6,5,3,0,3,1,"Early Career","Low Income","Early Tenure"
39,Male,Single,No,0,Travel_Rarely,"Research & Development","Below College",Medical,1253,65,13464,7914,21,0,"Research Director",3,High,No,High,High,High,Better,Outstanding,9,7,3,4,3,2,2,10,"Mid Career","High Income","Early Tenure"
46,Male,Single,No,0,Non-Travel,Sales,College,"Life Sciences",849,98,7991,25166,15,0,"Sales Executive",2,Medium,No,Medium,Medium,High,Better,Excellent,6,8,3,2,2,2,2,26,"Senior Employee","High Income","New Employee"
40,Female,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",616,99,3377,25605,17,1,"Laboratory Technician",1,High,No,High,Low,"Very High",Good,Excellent,7,4,5,4,3,0,2,2,"Mid Career","Mid Income","Early Tenure"
42,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1128,95,5538,5696,18,2,"Healthcare Representative",2,"Very High",No,Medium,Low,High,Good,Excellent,10,5,2,0,0,0,0,13,"Mid Career","Mid Income","New Employee"
35,Male,Divorced,No,0,Non-Travel,"Research & Development",College,Medical,1180,90,5762,24442,14,1,"Manufacturing Director",2,High,No,Medium,"Very High",High,Better,Excellent,15,2,6,7,7,1,7,2,"Early Career","Mid Income",Experienced
38,Male,Divorced,No,0,Non-Travel,"Human Resources",Bachelor,"Human Resources",1336,100,2592,7129,13,3,"Human Resources",1,High,No,Low,Medium,"Very High",Better,Excellent,13,5,3,11,10,3,8,2,"Mid Career","Low Income",Veteran
34,Male,Married,Yes,1,Travel_Frequently,"Research & Development",Master,"Life Sciences",234,93,5346,6208,17,1,"Laboratory Technician",2,High,No,"Very High",Low,High,Good,Excellent,11,4,3,7,1,0,7,9,"Early Career","Mid Income",Experienced
37,Male,Single,Yes,1,Travel_Rarely,"Research & Development",Master,Medical,370,58,4213,4992,15,0,"Manufacturing Director",2,High,No,"Very High",Low,Medium,Bad,Excellent,10,1,4,10,3,0,8,10,"Mid Career","Mid Income",Experienced
39,Male,Divorced,No,0,Travel_Frequently,Sales,Bachelor,"Life Sciences",766,83,4127,19188,18,1,"Sales Executive",2,High,No,High,"Very High","Very High",Better,Excellent,7,2,6,2,1,2,2,20,"Mid Career","Mid Income","New Employee"
43,Male,Single,No,0,Non-Travel,"Research & Development",Bachelor,"Life Sciences",343,52,2438,24978,13,0,"Research Scientist",1,High,No,Low,High,High,Good,Excellent,7,4,2,3,2,1,2,9,"Mid Career","Low Income","Early Tenure"
41,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",447,85,6870,15530,12,0,"Healthcare Representative",2,"Very High",No,Medium,Medium,Low,Bad,Excellent,11,3,3,3,2,1,2,5,"Mid Career","Mid Income","Early Tenure"
41,Female,Divorced,No,0,Travel_Rarely,Sales,"Below College",Marketing,796,81,10447,26458,13,1,"Sales Executive",3,High,Yes,High,High,"Very High",Best,Excellent,23,0,3,22,14,13,5,4,"Mid Career","High Income",Veteran
30,Female,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1092,64,9667,2739,14,0,"Manufacturing Director",3,High,No,Low,High,Medium,Better,Excellent,9,9,3,7,7,0,2,10,"Early Career","High Income",Experienced
26,Female,Married,Yes,1,Travel_Rarely,"Human Resources",College,Medical,920,69,2148,6889,11,0,"Human Resources",1,High,Yes,"Very High",Medium,High,Better,Excellent,6,0,3,5,1,1,4,20,"Early Career","Low Income","Early Tenure"
46,Female,Married,Yes,1,Travel_Rarely,"Research & Development",College,Medical,261,66,8926,10842,22,1,"Healthcare Representative",2,High,No,"Very High",Medium,"Very High",Best,Outstanding,13,4,2,9,7,3,7,21,"Senior Employee","High Income",Experienced
40,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1194,52,6513,9060,17,1,"Healthcare Representative",2,High,No,High,"Very High","Very High",Better,Excellent,12,4,3,5,3,0,3,1,"Mid Career","Mid Income","Early Tenure"
34,Male,Married,No,0,Travel_Rarely,Sales,College,"Technical Degree",810,92,6799,22128,21,2,"Sales Executive",2,"Very High",No,Medium,High,High,Better,Outstanding,10,1,5,10,8,4,8,8,"Early Career","Mid Income",Experienced
58,Male,Divorced,No,0,Non-Travel,Sales,Bachelor,Medical,350,52,16291,22577,22,1,Manager,4,High,No,Medium,Medium,"Very High",Good,Outstanding,37,4,0,16,9,14,14,2,"Senior Employee","High Income",Veteran
35,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,185,91,2705,9696,16,1,"Laboratory Technician",1,Low,No,Medium,High,Medium,Best,Excellent,6,0,2,5,4,0,3,23,"Early Career","Low Income","Early Tenure"
47,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1001,92,10333,19271,12,1,"Manufacturing Director",3,Medium,Yes,High,Medium,High,Better,Excellent,28,8,4,22,11,14,10,4,"Senior Employee","High Income",Veteran
40,Female,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",750,47,4448,10748,12,1,"Healthcare Representative",2,High,No,Medium,Low,Medium,Better,Excellent,15,2,3,7,4,7,7,12,"Mid Career","Mid Income",Experienced
54,Female,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,431,68,6854,15696,15,1,"Research Scientist",2,High,No,"Very High","Very High",Medium,Good,Excellent,14,4,2,7,1,1,7,7,"Senior Employee","Mid Income",Experienced
31,Female,Married,No,0,Travel_Frequently,Sales,Master,Marketing,1125,68,9637,8277,14,2,"Sales Executive",3,High,No,Low,Low,"Very High",Better,Excellent,9,2,3,3,2,2,2,7,"Early Career","High Income","Early Tenure"
28,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1217,67,3591,12719,25,1,"Research Scientist",1,High,No,High,Low,High,Better,Outstanding,3,1,3,3,2,1,2,1,"Early Career","Mid Income","Early Tenure"
38,Female,Married,No,0,Travel_Rarely,Sales,Master,Marketing,723,77,5405,4244,20,2,"Sales Representative",2,Low,Yes,Medium,"Very High",Low,Good,Outstanding,20,2,4,4,2,0,3,2,"Mid Career","Mid Income","Early Tenure"
26,Male,Single,No,0,Travel_Rarely,Sales,Bachelor,Medical,572,46,4684,9125,13,0,"Sales Executive",2,High,No,High,"Very High",Low,Better,Excellent,5,1,4,5,3,1,2,10,"Early Career","Mid Income","Early Tenure"
58,Male,Married,No,0,Travel_Frequently,"Research & Development",Master,"Life Sciences",1216,87,15787,21624,14,0,"Research Director",4,High,Yes,Low,High,Medium,Better,Excellent,23,2,3,2,2,2,2,15,"Senior Employee","High Income","New Employee"
18,Female,Single,No,0,Non-Travel,"Research & Development",Bachelor,Medical,1431,33,1514,8018,16,0,"Research Scientist",1,High,No,Medium,High,High,Bad,Excellent,0,1,4,0,0,0,0,14,"Young Adult","Low Income","New Employee"
31,Male,Married,Yes,1,Travel_Rarely,"Human Resources",Doctor,"Human Resources",359,89,2956,21495,17,0,"Human Resources",1,"Very High",No,"Very High",Low,High,Better,Excellent,2,0,4,1,0,0,0,18,"Early Career","Low Income","New Employee"
29,Male,Divorced,Yes,1,Travel_Rarely,"Human Resources",Bachelor,"Human Resources",350,56,2335,3157,15,3,"Human Resources",1,Medium,Yes,Low,Low,"Very High",Better,Excellent,4,4,3,2,2,2,0,13,"Early Career","Low Income","New Employee"
45,Female,Married,No,0,Non-Travel,Sales,Master,"Life Sciences",589,67,5154,19665,22,2,"Sales Executive",2,High,No,High,High,Medium,Best,Outstanding,10,4,3,8,7,5,7,2,"Mid Career","Mid Income",Experienced
36,Female,Married,No,0,Travel_Rarely,"Research & Development",Master,Other,430,73,6962,19573,22,1,"Research Scientist",2,High,Yes,"Very High",Medium,"Very High",Better,Outstanding,15,4,2,1,0,0,0,2,"Mid Career","Mid Income","New Employee"
43,Male,Married,No,0,Travel_Frequently,Sales,Master,"Life Sciences",1422,92,5675,19246,20,1,"Sales Executive",2,High,No,Low,"Very High",High,Better,Outstanding,7,1,5,7,7,7,7,2,"Mid Career","Mid Income",Experienced
27,Female,Single,No,0,Travel_Frequently,"Research & Development",College,"Life Sciences",1297,53,2379,19826,14,0,"Laboratory Technician",1,High,Yes,"Very High","Very High",High,Good,Excellent,6,0,3,5,4,0,2,5,"Early Career","Low Income","Early Tenure"
29,Male,Married,No,0,Travel_Frequently,"Research & Development","Below College",Medical,574,40,3812,7003,13,0,"Laboratory Technician",1,High,No,"Very High","Very High",Medium,Best,Excellent,11,1,3,11,8,3,10,20,"Early Career","Mid Income",Veteran
32,Male,Single,No,0,Travel_Frequently,Sales,Master,Marketing,1318,79,4648,26075,13,0,"Sales Executive",2,High,No,"Very High","Very High",High,Best,Excellent,4,8,2,0,0,0,0,10,"Early Career","Mid Income","New Employee"
42,Male,Married,No,0,Non-Travel,"Research & Development",Master,"Technical Degree",355,38,2936,6161,22,2,"Research Scientist",1,High,No,High,High,Medium,Good,Outstanding,10,3,1,6,3,3,3,10,"Mid Career","Low Income",Experienced
47,Female,Single,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",207,64,2105,5411,12,0,"Laboratory Technician",1,High,No,Medium,High,High,Better,Excellent,7,4,2,2,2,2,0,9,"Senior Employee","Low Income","New Employee"
46,Male,Divorced,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",706,82,8578,19989,14,1,"Manufacturing Director",3,High,No,"Very High","Very High",High,Good,Excellent,12,3,4,9,8,4,7,2,"Senior Employee","High Income",Experienced
28,Male,Divorced,No,0,Non-Travel,"Human Resources",College,"Life Sciences",280,43,2706,10494,15,1,"Human Resources",1,High,No,High,"Very High",Medium,Better,Excellent,3,1,2,3,2,2,2,1,"Early Career","Low Income","Early Tenure"
29,Male,Divorced,No,0,Travel_Rarely,"Research & Development","Below College","Life Sciences",726,93,6384,21143,17,2,"Healthcare Representative",2,Low,No,"Very High",High,"Very High",Better,Excellent,11,8,3,7,0,1,6,29,"Early Career","Mid Income",Experienced
42,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1142,81,3968,13624,13,0,"Laboratory Technician",1,High,No,"Very High",High,"Very High",Better,Excellent,8,4,3,0,0,0,0,8,"Mid Career","Mid Income","New Employee"
32,Male,Single,Yes,1,Travel_Rarely,Sales,Master,Marketing,414,82,9907,26186,12,0,"Sales Executive",2,Medium,Yes,High,Medium,High,Good,Excellent,7,7,3,2,2,2,2,2,"Early Career","High Income","New Employee"
46,Female,Divorced,No,0,Travel_Rarely,Sales,Bachelor,"Technical Degree",1319,45,13225,7739,12,1,"Sales Executive",4,"Very High",No,Low,Low,"Very High",Better,Excellent,25,2,5,19,17,2,8,3,"Senior Employee","High Income",Veteran
27,Female,Married,No,0,Travel_Rarely,Sales,"Below College",Medical,728,36,3540,7018,21,1,"Sales Representative",2,Medium,No,Medium,High,"Very High",Better,Outstanding,9,1,5,9,8,5,8,23,"Early Career","Mid Income",Experienced
29,Male,Married,No,0,Travel_Rarely,"Human Resources","Below College",Medical,352,87,2804,15434,11,0,"Human Resources",1,Medium,No,"Very High",Medium,"Very High",Better,Excellent,1,1,3,1,0,0,0,6,"Early Career","Low Income","New Employee"
43,Female,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,823,81,19392,22539,13,0,Manager,5,Medium,No,Low,High,"Very High",Better,Excellent,21,7,2,16,12,6,14,6,"Mid Career","High Income",Veteran
48,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",1224,91,19665,13583,12,0,"Research Director",5,Medium,No,"Very High",Medium,"Very High",Better,Excellent,29,4,3,22,10,12,9,10,"Senior Employee","High Income",Veteran
29,Male,Single,Yes,1,Travel_Frequently,"Research & Development",College,"Life Sciences",459,73,2439,14753,24,0,"Research Scientist",1,Medium,Yes,"Very High","Very High",Medium,Good,Outstanding,1,1,3,1,0,1,0,24,"Early Career","Low Income","New Employee"
46,Female,Married,Yes,1,Travel_Rarely,Sales,Bachelor,"Life Sciences",1254,64,7314,14011,21,3,"Sales Executive",3,High,No,High,Medium,High,Better,Outstanding,14,5,2,8,7,0,7,10,"Senior Employee","High Income",Experienced
27,Female,Married,No,0,Travel_Frequently,"Research & Development",Bachelor,"Life Sciences",1131,77,4774,23844,19,1,"Research Scientist",1,Medium,No,"Very High",Low,"Very High",Good,Excellent,8,0,2,7,6,7,3,15,"Early Career","Mid Income",Experienced
39,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,Other,835,41,3902,5141,14,3,"Research Scientist",2,High,No,"Very High","Very High",Medium,Better,Excellent,7,8,2,2,2,2,2,19,"Mid Career","Mid Income","New Employee"
55,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Technical Degree",836,98,2662,7975,20,1,"Research Scientist",1,Medium,No,Medium,"Very High",Medium,Best,Outstanding,19,8,2,5,2,0,4,2,"Senior Employee","Low Income","Early Tenure"
28,Female,Married,No,0,Travel_Rarely,Sales,Bachelor,Medical,1172,78,2856,3692,19,1,"Sales Representative",1,High,No,Medium,Medium,"Very High",Better,Excellent,1,1,3,1,0,0,0,3,"Early Career","Low Income","New Employee"
30,Male,Single,Yes,1,Travel_Rarely,Sales,Bachelor,Medical,945,89,1081,16019,13,0,"Sales Representative",1,High,No,Medium,"Very High",High,Good,Excellent,1,1,3,1,0,0,0,9,"Early Career","Low Income","New Employee"
22,Male,Single,Yes,1,Travel_Rarely,"Research & Development","Below College","Life Sciences",391,75,2472,26092,23,0,"Research Scientist",1,High,Yes,"Very High",Medium,Low,Better,Outstanding,1,1,2,1,0,0,0,7,"Young Adult","Low Income","New Employee"
36,Female,Married,No,0,Travel_Rarely,Sales,Master,"Technical Degree",1266,63,5673,6060,13,1,"Sales Executive",2,Medium,Yes,Medium,High,Low,Better,Excellent,10,1,4,10,9,1,7,10,"Mid Career","Mid Income",Experienced
31,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",311,89,4197,18624,11,1,"Laboratory Technician",2,High,No,Medium,High,Low,Better,Excellent,10,1,2,10,8,0,2,20,"Early Career","Mid Income",Experienced
34,Male,Married,No,0,Travel_Rarely,Sales,Bachelor,"Life Sciences",1480,64,9713,24444,13,3,"Sales Executive",3,High,Yes,High,"Very High","Very High",Better,Excellent,9,2,3,5,3,1,0,4,"Early Career","High Income","Early Tenure"
29,Male,Single,No,0,Travel_Rarely,"Research & Development",Bachelor,"Life Sciences",592,59,2062,19384,14,0,"Laboratory Technician",1,High,No,"Very High",Low,Medium,Better,Excellent,11,3,2,3,2,1,2,7,"Early Career","Low Income","Early Tenure"
37,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,Medical,783,78,4284,13588,22,1,"Research Scientist",2,High,Yes,"Very High",Low,High,Better,Outstanding,16,5,2,5,3,0,4,7,"Mid Career","Mid Income","Early Tenure"
35,Female,Married,No,0,Travel_Rarely,"Research & Development",College,Other,219,44,4788,25388,11,0,"Manufacturing Director",2,Medium,Yes,"Very High",Medium,"Very High",Better,Excellent,4,0,2,3,2,0,2,16,"Early Career","Mid Income","Early Tenure"
45,Female,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",556,93,5906,23888,13,2,"Manufacturing Director",2,Medium,No,Medium,"Very High","Very High",Good,Excellent,10,0,2,9,8,3,8,25,"Mid Career","Mid Income",Experienced
36,Male,Single,No,0,Travel_Frequently,"Human Resources","Below College","Human Resources",1213,94,3886,4223,21,0,"Human Resources",2,Medium,No,Medium,"Very High","Very High",Good,Outstanding,10,1,2,10,1,0,8,2,"Mid Career","Mid Income",Experienced
40,Male,Divorced,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",1137,98,16823,18991,11,1,Manager,4,High,No,Low,Low,Low,Better,Excellent,22,2,3,19,7,11,16,1,"Mid Career","High Income",Veteran
26,Female,Married,No,0,Travel_Rarely,"Research & Development",College,"Life Sciences",482,90,2933,14908,13,1,"Research Scientist",1,Medium,Yes,Medium,High,High,Good,Excellent,1,1,3,1,0,1,0,1,"Early Career","Low Income","New Employee"
27,Female,Single,No,0,Travel_Rarely,Sales,College,Medical,511,89,6500,26997,14,0,"Sales Executive",2,"Very High",No,Low,High,Medium,Good,Excellent,9,0,5,8,7,0,7,2,"Early Career","Mid Income",Experienced
48,Female,Divorced,No,0,Travel_Frequently,"Research & Development",Bachelor,Medical,117,58,17174,2437,11,1,Manager,4,High,No,"Very High","Very High",Medium,Better,Excellent,24,3,3,22,17,4,7,22,"Senior Employee","High Income",Veteran
44,Male,Married,No,0,Travel_Rarely,"Research & Development",Master,"Life Sciences",170,78,5033,9364,15,1,"Healthcare Representative",2,"Very High",No,Medium,Low,"Very High",Better,Excellent,10,2,5,2,0,2,2,1,"Mid Career","Mid Income","New Employee"
34,Male,Married,Yes,1,Non-Travel,"Research & Development",Master,"Technical Degree",967,85,2307,14460,23,1,"Research Scientist",1,Low,Yes,"Very High",Low,Medium,Better,Outstanding,5,1,2,5,2,3,0,16,"Early Career","Low Income","Early Tenure"
56,Male,Single,Yes,1,Travel_Rarely,"Research & Development",College,"Life Sciences",1162,97,2587,10261,16,0,"Laboratory Technician",1,High,No,Low,"Very High","Very High",Better,Excellent,5,1,3,4,2,1,0,24,"Senior Employee","Low Income","Early Tenure"
36,Male,Married,No,0,Travel_Rarely,Sales,College,Marketing,335,33,5507,16822,16,2,"Sales Executive",2,Medium,No,High,Medium,High,Bad,Excellent,12,2,1,4,2,1,3,17,"Mid Career","Mid Income","Early Tenure"
41,Female,Married,No,0,Travel_Rarely,Sales,Bachelor,Marketing,337,54,4393,26841,21,1,"Sales Executive",2,High,No,High,Medium,High,Better,Outstanding,14,5,3,5,4,1,4,8,"Mid Career","Mid Income","Early Tenure"
42,Male,Married,No,0,Travel_Rarely,"Research & Development",Bachelor,Medical,1396,83,13348,14842,13,1,"Research Director",3,High,No,High,Low,Medium,Best,Excellent,18,9,3,13,7,5,7,6,"Mid Career","High Income",Veteran
31,Female,Divorced,No,0,Travel_Rarely,Sales,College,Medical,1079,86,6583,20115,11,1,"Sales Executive",2,High,Yes,High,"Very High","Very High",Better,Excellent,8,2,2,5,2,1,4,10,"Early Career","Mid Income","Early Tenure"
